,Players,Ratings,Season
888,Marouane Chamakh,75,2014
889,Michael Dawson,75,2014
890,Wayne Routledge,75,2014
891,Tom Huddlestone,75,2014
892,Kevin Nolan,75,2014
893,Julian Speroni,75,2014
894,Richard Dunne,75,2014
895,Nabil Bentaleb,74,2014
896,Carles Gil,74,2014
897,Sadio Mane,74,2014
898,James Ward-Prowse,74,2014
899,Florin Gardoş,74,2014
900,Federico Fernandez,74,2014
901,Wilfried Zaha,74,2014
902,Jordi Amat,74,2014
903,Danny Ings,74,2014
904,Andros Townsend,74,2014
905,Filip Đuričic,74,2014
906,Pape Souare,74,2014
907,Jonjo Shelvey,74,2014
908,Geoff Cameron,74,2014
909,Joel Ward,74,2014
910,Vurnon Anita,74,2014
911,Ciaran Clark,74,2014
912,Ki Sung Yueng,74,2014
913,Craig Gardner,74,2014
914,Nathan Dyer,74,2014
915,Danny Rose,74,2014
916,Nedum Onuoha,74,2014
917,Kasper Schmeichel,74,2014
918,Yoan Gouffran,74,2014
919,Robert Snodgrass,74,2014
920,Alejandro Faurlin,74,2014
921,Jason Puncheon,74,2014
922,Jason Shackell,74,2014
923,Antolin Alcaraz,74,2014
924,Darren Fletcher,74,2014
925,Joey Barton,74,2014
926,Anthony Reveillere,74,2014
927,James Collins,74,2014
928,Wes Brown,74,2014
929,John O'Shea,74,2014
930,Shay Given,74,2014
931,Andrej Kramaric,73,2014
932,Ayoze Perez,73,2014
933,Emre Can,73,2014
934,Ben Davies,73,2014
935,Saido Berahino,73,2014
936,Santiago Vergini,73,2014
937,Eric Dier,73,2014
938,Muhamed Besic,73,2014
939,Matthew Lowton,73,2014
940,Joel Robles,73,2014
941,Andreas Weimann,73,2014
942,Jack Colback,73,2014
943,Ryan Mason,73,2014
944,Nelson Oliveira,73,2014
945,Jake Livermore,73,2014
946,Libor Kozak,73,2014
947,Mohamed Diame,73,2014
948,Abel Hernandez,73,2014
949,Kieran Trippier,73,2014
950,Martin Kelly,73,2014
951,Nikica Jelavic,73,2014
952,Aly Cissokho,73,2014
953,Vito Mannone,73,2014
954,Erik Pieters,73,2014
955,James Tomkins,73,2014
956,James McArthur,73,2014
957,Leonardo Ulloa,73,2014
958,Gabriel Agbonlahor,73,2014
959,James Morrison,73,2014
960,Damien Delaney,73,2014
961,Charlie Adam,73,2014
962,Mike Williamson,73,2014
963,Jonas Gutierrez,73,2014
964,Kieran Richardson,73,2014
965,Peter Odemwingie,73,2014
966,Gareth McAuley,73,2014
967,Chris Brunt,73,2014
968,Allan McGregor,73,2014
969,Brede Hangeland,73,2014
970,Gerhard Tremmel,73,2014
971,Ryan Taylor,73,2014
972,Jussi Jaaskelainen,73,2014
973,Mark Schwarzer,73,2014
974,Joe Cole,73,2014
975,Calum Chambers,72,2014
976,Jack Butland,72,2014
977,Tomas Kalas,72,2014
978,Diafra Sakho,72,2014
979,Marc Muniesa,72,2014
980,Maya Yoshida,72,2014
981,Connor Wickham,72,2014
982,Ahmed Elmohamady,72,2014
983,Callum McManaman,72,2014
984,Junior Hoilett,72,2014
985,Ashley Westwood,72,2014
986,Emmanuel Riviere,72,2014
987,Matt Phillips,72,2014
988,Cheikhou Kouyate,72,2014
989,Kyle Naughton,72,2014
990,Wayne Hennessey,72,2014
991,Liam Bridcutt,72,2014
992,Danny Simpson,72,2014
993,Victor Anichebe,72,2014
994,Scott Sinclair,72,2014
995,Marc Wilson,72,2014
996,Joe Ledley,72,2014
997,Sebastian Larsson,72,2014
998,Sebastien Pocognoli,72,2014
999,Tom Heaton,72,2014
1000,Phil Bardsley,72,2014
1001,Lee Chung Yong,72,2014
1002,Alan Hutton,72,2014
1003,Boaz Myhill,72,2014
1004,Matthew Upson,72,2014
1005,Tony Hibbert,72,2014
1006,Philippe Senderos,72,2014
1007,Andrew Robertson,71,2014
1008,Facundo Ferreyra,71,2014
1009,Jack Grealish,71,2014
1010,Dwight Gayle,71,2014
1011,Jon Flanagan,71,2014
1012,Robbie Brady,71,2014
1013,Carl Jenkinson,71,2014
1014,Cristian Gamboa,71,2014
1015,Leandro Bacuna,71,2014
1016,Sebastian Coates,71,2014
1017,Aaron Cresswell,71,2014
1018,Nathan Baker,71,2014
1019,Patrick van Aanholt,71,2014
1020,Danny Drinkwater,71,2014
1021,James Chester,71,2014
1022,Marc Albrighton,71,2014
1023,George Boyd,71,2014
1024,Neil Taylor,71,2014
1025,Sone Aluko,71,2014
1026,Glenn Murray,71,2014
1027,Andy Wilkinson,71,2014
1028,Michael Kightly,71,2014
1029,David Nugent,71,2014
1030,Chris Baird,71,2014
1031,Wes Morgan,71,2014
1032,Carlton Cole,71,2014
1033,Matt Gilks,71,2014
1034,Jamie Vardy,70,2014
1035,Serge Gnabry,70,2014
1036,Jordon Ibe,70,2014
1037,Riyad Mahrez,70,2014
1038,Anthony Knockaert,70,2014
1039,Massadio Haidara,70,2014
1040,Andre Wisdom,70,2014
1041,Jonathan Williams,70,2014
1042,Samba Diakite,70,2014
1043,Emmanuel Mayuka,70,2014
1044,Yun Suk Young,70,2014
1045,Ben Mee,70,2014
1046,David Meyler,70,2014
1047,Ashley Barnes,70,2014
1048,Jordon Mutch,70,2014
1049,Sam Vokes,70,2014
1050,Scott Arfield,70,2014
1051,Ritchie De Laet,70,2014
1052,Adrian Mariappa,70,2014
1053,Dwight Tiendalli,70,2014
1054,Fraizer Campbell,70,2014
1055,Joey O'Brien,70,2014
1056,Brad Jones,70,2014
1057,Stephen Ward,70,2014
1058,Danny Graham,70,2014
1059,David Jones,70,2014
1060,Kelvin Davis,70,2014
1061,Marcin Wasilewski,70,2014
1062,Billy Jones,70,2014
1063,Jonathan Walters,70,2014
1064,Thomas Sorensen,70,2014
1065,Matt Taylor,70,2014
1066,Bobby Zamora,70,2014
1067,Guy Demel,70,2014
1068,Rolando Aarons,69,2014
1069,Manquillo,69,2014
1070,Tom Carroll,69,2014
1071,Liam Moore,69,2014
1072,Bryan Oviedo,69,2014
1073,Yaya Sanogo,69,2014
1074,Chris Wood,69,2014
1075,Will Buckley,69,2014
1076,Andy King,69,2014
1077,Yannick Sagbo,69,2014
1078,Lukas Jutkiewicz,69,2014
1079,Marvin Emnes,69,2014
1080,Stephen Quinn,69,2014
1081,Jordi Gomez,69,2014
1082,Armand Traore,69,2014
1083,Dean Marney,69,2014
1084,Shola Ameobi,69,2014
1085,Michael Keane,68,2014
1086,Cristian Ceballos,68,2014
1087,Paul Dummett,68,2014
1088,Hector Bellerin,68,2014
1089,Sammy Ameobi,68,2014
1090,Nick Powell,68,2014
1091,Craig Dawson,68,2014
1092,Gary Gardner,68,2014
1093,Matty James,68,2014
1094,Chris Herd,68,2014
1095,Gabriel Obertan,68,2014
1096,Rob Elliot,68,2014
1097,Jerome Thomas,68,2014
1098,Liam Rosenior,68,2014
1099,Michael Duff,68,2014
1100,Ross Wallace,68,2014
1101,Karl Henry,68,2014
1102,Paul Konchesky,68,2014
1103,Steve Harper,68,2014
1104,DeAndre Yedlin,67,2014
1105,Nathan Ake,67,2014
1106,Dedryck Boyata,67,2014
1107,Jason Davidson,67,2014
1108,Fredrik Ulvestad,67,2014
1109,Jack Hunt,67,2014
1110,Mehdi Abeid,67,2014
1111,Kyle Bartley,67,2014
1112,Adlene Guedioura,67,2014
1113,Alex Bruce,67,2014
1114,Dean Hammond,67,2014
1115,Eldin Jakupovic,67,2014
1116,James Wilson,66,2014
1117,Jeffrey Schlupp,66,2014
1118,Jack Robinson,66,2014
1119,Ashley Richards,66,2014
1120,Luke Garbutt,66,2014
1121,Marvin Sordell,66,2014
1122,Joe Bennett,66,2014
1123,Paul McShane,66,2014
1124,Jak Alnwick,65,2014
1125,Tyler Blackett,65,2014
1126,Doneil Henry,65,2014
1127,Kevin Long,65,2014
1128,Joe Dudgeon,65,2014
1129,Wilson Palacios,65,2014
1130,Ben Amos,65,2014
1131,Ben Hamer,65,2014
1132,Brian Murphy,65,2014
1133,Keshi Anderson,64,2014
1134,Tom Lawrence,64,2014
1135,Harrison Reed,64,2014
1136,Paulo Gazzaniga,64,2014
1137,Kwesi Appiah,64,2014
1138,Conrad Logan,64,2014
1139,Clint Hill,64,2014
1140,Kasey Palmer,63,2014
1141,Pozo,63,2014
1142,Gedion Zelalem,63,2014
1143,Sam Gallagher,63,2014
1144,Ezekiel Fryers,63,2014
1145,Jordan Pickford,63,2014
1146,Samed Yesil,63,2014
1147,Grant Hall,63,2014
1148,Tyias Browning,63,2014
1149,Jindrich Staněk,62,2014
1150,Diego Poyet,62,2014
1151,Cameron Howieson,62,2014
1152,Modou Barrow,62,2014
1153,Michael Doughty,62,2014
1154,Jed Steer,62,2014
1155,Richard Wright,62,2014
1156,Tomi Adeloye,61,2014
1157,Jake Cook,61,2014
1158,Callum Roberts,61,2014
1159,Dominic Solanke,61,2014
1160,Jay Fulton,61,2014
1161,Matt Targett,61,2014
1162,Gregor Zabret,61,2014
1163,Ryan Seager,61,2014
1164,Paddy McNair,61,2014
1165,Kenji Gorre,61,2014
1166,Isaiah Brown,61,2014
1167,Michael Petrasso,61,2014
1168,Francisco Junior,61,2014
1169,Tom Thorpe,61,2014
1170,Bruno Andrade,61,2014
1171,Adil Nabi,61,2014
1172,Cody Cropper,61,2014
1173,Curtis Good,61,2014
1174,Benjamin Siegrist,61,2014
1175,Nathan Ricketts-Hopkinson,60,2014
1176,Oliver Shenton,60,2014
1177,Krystian Bielik,60,2014
1178,Dionatan Teixeira,60,2014
1179,Alex Jones,60,2014
1180,Darnell Furlong,60,2014
1181,Jake Hesketh,60,2014
1182,Jordan Rossiter,60,2014
1183,Jack Nardiello,60,2014
1184,Jack Barmby,60,2014
1185,James Alabi,60,2014
1186,Bradley Garmston,60,2014
1187,Brian Lenihan,60,2014
1188,Andy Kellett,60,2014
1189,Brendan Galloway,60,2014
1190,Frankie Sutherland,60,2014
1191,Daniel Potts,60,2014
1192,Chris Kettings,60,2014
1193,Zoumana Bakayogo,60,2014
1194,Joel Taylor,59,2014
1195,Reece Grego-Cox,59,2014
1196,Jeremie Boga,59,2014
1197,Ryan Ledson,59,2014
1198,Dominic Ball,59,2014
1199,Adam Armstrong,59,2014
1200,Brandon Barker,59,2014
1201,Josh Sims,59,2014
1202,Sam McQueen,59,2014
1203,David Henen,59,2014
1204,Andreas Pereira,59,2014
1205,Omar Rowe,59,2014
1206,Curtis Obeng,59,2014
1207,Jamie Sterry,58,2014
1208,Emmanuel Onariase,58,2014
1209,Josh Cullen,58,2014
1210,Liam Walsh,58,2014
1211,Jack Rose,58,2014
1212,Lynden Gooch,58,2014
1213,Liam Agnew,58,2014
1214,Thierry Ambrose,58,2014
1215,Cameron Brannagan,58,2014
1216,Harry Wilson,58,2014
1217,Jake Flannigan,58,2014
1218,Courtney Duffus,58,2014
1219,Oliver Davies,58,2014
1220,Angus Gunn,58,2014
1221,Duncan Watmore,58,2014
1222,Callam Jones,58,2014
1223,Ruben Loftus-Cheek,58,2014
1224,Andreas Christensen,58,2014
1225,Matthew Grimes,58,2014
1226,Dominic Gape,58,2014
1227,Scott Tancock,58,2014
1228,Ryan McLaughlin,58,2014
1229,Giancarlo Gallifuoco,58,2014
1230,Tom Anderson,58,2014
1231,Jake Sinclair,58,2014
1232,Liam O'Neil,58,2014
1233,Jamal Blackman,58,2014
1234,Charly Musonda,58,2014
1235,Raphael Spiegel,58,2014
1236,Graham Burke,58,2014
1237,Sadiq El-Fitouri,57,2014
1238,Lewis Page,57,2014
1239,Luke McGee,57,2014
1240,Thomas Robson,57,2014
1241,Ola Aina,57,2014
1242,Simonas Stankevičius,57,2014
1243,Josh Vickers,57,2014
1244,Johan Ter Horst,57,2014
1245,Samir Nabi,57,2014
1246,Freddie Woodman,57,2014
1247,Martin Smith,57,2014
1248,Will Aimson,57,2014
1249,Mani O'Sullivan,57,2014
1250,Kenneth McEvoy,57,2014
1251,Hiram Boateng,57,2014
1252,Leo Chambers,57,2014
1253,Elliot Lee,57,2014
1254,Dale Eve,57,2014
1255,Raheem Hanley,57,2014
1256,Danny Ward,57,2014
1257,Callum Robinson,57,2014
1258,Adam Drury,57,2014
1259,Ryan Inniss,57,2014
1260,Islam Feruz,57,2014
1261,Hamza Choudhury,56,2014
1262,Greg Luer,56,2014
1263,Amos Nasha,56,2014
1264,Nathan Mavila,56,2014
1265,Rees Greenwood,56,2014
1266,Daniel Akindayini,56,2014
1267,Maksymilian Stryjek,56,2014
1268,Herve Pepe-Ngoma,56,2014
1269,Tafari Moore,56,2014
1270,Jordan Williams,56,2014
1271,Aaron Birch,56,2014
1272,Julio Pleguezuelo,56,2014
1273,Harry Winks,56,2014
1274,Ryan Huddart,56,2014
1275,Cameron Dummigan,56,2014
1276,Olivier Kemen,56,2014
1277,George Honeyman,56,2014
1278,Mathias Bossaerts,56,2014
1279,Luke Conlan,56,2014
1280,Joe Davis,56,2014
1281,Reiss Greenidge,55,2014
1282,James Talbot,55,2014
1283,William Miller,55,2014
1284,Alexander McQueen,55,2014
1285,Jarrod Bowen,55,2014
1286,Carl Lawson,55,2014
1287,Alex Whitmore,55,2014
1288,Josh Onomah,55,2014
1289,Ashley Smith-Brown,55,2014
1290,Olivier Ntcham,55,2014
1291,Jerome Sinclair,55,2014
1292,Deyan Iliev,55,2014
1293,Alex Davey,55,2014
1294,Isaac Hayden,55,2014
1295,Cole Kpekawa,54,2014
1296,Brandon Comley,54,2014
1297,Reece Burke,54,2014
1298,Bersant Celina,54,2014
1299,Jack Byrne,54,2014
1300,George Glendon,54,2014
1301,Brad Smith,54,2014
1302,Tika Musonda,54,2014
1303,Max Clark,53,2014
1304,Alex Palmer,53,2014
1305,Callum Richardson,53,2014
1306,Sam Topliss,53,2014
1307,Nathan Lowe,52,2014
1308,Conor Mitchell,52,2014
1309,Lubomir Satka,52,2014
1310,Joe Cracknell,52,2014
1311,Luke Daly,51,2014
1312,Kevin Ly,51,2014
1313,Jamie Frost,51,2014
1314,Alex Kiwomya,51,2014
1315,Riccardo Calder,49,2014
1316,Joe Rothwell,49,2014
1317,Eden Hazard,88,2015
1318,Mesut Ozil,88,2015
1319,Sergio Aguero,88,2015
1320,De Gea,87,2015
1321,Kevin De Bruyne,86,2015
1322,Thibaut Courtois,86,2015
1323,Alexis Sanchez,86,2015
1324,David Silva,86,2015
1325,Cesc Fabregas,86,2015
1326,Petr Cech,86,2015
1327,Diego Costa,85,2015
1328,Hugo Lloris,85,2015
1329,Santi Cazorla,85,2015
1330,Vincent Kompany,85,2015
1331,Bastian Schweinsteiger,85,2015
1332,Wayne Rooney,85,2015
1333,Yaya Toure,85,2015
1334,Nicolas Otamendi,84,2015
1335,Coutinho,84,2015
1336,Laurent Koscielny,84,2015
1337,Joe Hart,84,2015
1338,John Terry,84,2015
1339,Nemanja Matic,83,2015
1340,Christian Eriksen,83,2015
1341,Chris Smalling,83,2015
1342,Pedro,83,2015
1343,Willian,83,2015
1344,Juan Mata,83,2015
1345,Dimitri Payet,83,2015
1346,Daniel Sturridge,83,2015
1347,Per Mertesacker,83,2015
1348,Harry Kane,82,2015
1349,Roberto Firmino,82,2015
1350,Romelu Lukaku,82,2015
1351,Oscar,82,2015
1352,Aaron Ramsey,82,2015
1353,Azpilicueta,82,2015
1354,Toby Alderweireld,82,2015
1355,Olivier Giroud,82,2015
1356,Morgan Schneiderlin,82,2015
1357,Jan Vertonghen,82,2015
1358,Asmir Begovic,82,2015
1359,Falcao,82,2015
1360,Samir Nasri,82,2015
1361,Gary Cahill,82,2015
1362,Leighton Baines,82,2015
1363,Pablo Zabaleta,82,2015
1364,Riyad Mahrez,81,2015
1365,Raheem Sterling,81,2015
1366,Ander Herrera,81,2015
1367,Jack Wilshere,81,2015
1368,Matteo Darmian,81,2015
1369,Mamadou Sakho,81,2015
1370,Seamus Coleman,81,2015
1371,Jose Fonte,81,2015
1372,Martin Skrtel,81,2015
1373,Theo Walcott,81,2015
1374,Ashley Williams,81,2015
1375,Victor Valdes,81,2015
1376,Phil Jagielka,81,2015
1377,Deulofeu,80,2015
1378,Ross Barkley,80,2015
1379,Phil Jones,80,2015
1380,Xherdan Shaqiri,80,2015
1381,Nathaniel Clyne,80,2015
1382,Wilfried Bony,80,2015
1383,James McCarthy,80,2015
1384,Christian Benteke,80,2015
1385,Georginio Wijnaldum,80,2015
1386,Adam Lallana,80,2015
1387,Alexandre Pato,80,2015
1388,Loic Remy,80,2015
1389,Branislav Ivanovic,80,2015
1390,Nacho Monreal,80,2015
1391,Bojan,80,2015
1392,Winston Reid,80,2015
1393,Kevin Mirallas,80,2015
1394,Erik Lamela,80,2015
1395,Ryan Shawcross,80,2015
1396,Yohan Cabaye,80,2015
1397,Bacary Sagna,80,2015
1398,Moussa Dembele,80,2015
1399,Jesus Navas,80,2015
1400,James Milner,80,2015
1401,Michel Vorm,80,2015
1402,Fernandinho,80,2015
1403,Michael Carrick,80,2015
1404,N'Golo Kante,79,2015
1405,Jamie Vardy,79,2015
1406,Kurt Zouma,79,2015
1407,Jack Butland,79,2015
1408,Memphis Depay,79,2015
1409,Dejan Lovren,79,2015
1410,Daley Blind,79,2015
1411,Eliaquim Mangala,79,2015
1412,Francis Coquelin,79,2015
1413,Salomon Rondon,79,2015
1414,Seydou DoumbiaL,79,2015
1415,Kyle Walker,79,2015
1416,Danny Welbeck,79,2015
1417,Kieran Gibbs,79,2015
1418,Gylfi Sigurdsson,79,2015
1419,Marko Arnautovic,79,2015
1420,Angelo Ogbonna,79,2015
1421,Jordan Henderson,79,2015
1422,Moussa Sissoko,79,2015
1423,Max Gradel,79,2015
1424,Jeremain Lens,79,2015
1425,Andre Ayew,79,2015
1426,Lucas Leiva,79,2015
1427,Ben Foster,79,2015
1428,Ashley Young,79,2015
1429,Gael Clichy,79,2015
1430,Tomas Rosicky,79,2015
1431,Gareth Barry,79,2015
1432,Anthony Martial,78,2015
1433,Kevin Wimmer,78,2015
1434,Sadio Mane,78,2015
1435,Luke Shaw,78,2015
1436,Federico Fernandez,78,2015
1437,Marcos Rojo,78,2015
1438,Gabriel,78,2015
1439,Nacer Chadli,78,2015
1440,Dusan Tadic,78,2015
1441,Alex Oxlade-Chamberlain,78,2015
1442,Wilfried Zaha,78,2015
1443,Giannelli Imbula,78,2015
1444,Adrian,78,2015
1445,Wahbi Khazri,78,2015
1446,Manuel Lanzini,78,2015
1447,Yann M'Vila,78,2015
1448,Aleksandar Kolarov,78,2015
1449,Fernando,78,2015
1450,Claudio Yacob,78,2015
1451,Nordin Amrabat,78,2015
1452,Dieumerci Mbokani,78,2015
1453,Marouane Fellaini,78,2015
1454,David Ospina,78,2015
1455,Simon Mignolet,78,2015
1456,Mario Suarez,78,2015
1457,Cheick Tiote,78,2015
1458,Tim Krul,78,2015
1459,Ryan Bertrand,78,2015
1460,Danny Rose,78,2015
1461,Jonny Evans,78,2015
1462,Łukasz Fabiański,78,2015
1463,Graziano Pelle,78,2015
1464,Kasper Schmeichel,78,2015
1465,Ibrahim Afellay,78,2015
1466,Scott Dann,78,2015
1467,Alexandre SongL,78,2015
1468,Robert Huth,78,2015
1469,Wes Morgan,78,2015
1470,Martin Demichelis,78,2015
1471,Kolo Toure,78,2015
1472,Emmanuel Adebayor,78,2015
1473,Jermain Defoe,78,2015
1474,Dele Alli,77,2015
1475,Chancel Mbemba,77,2015
1476,Abdul Rahman Baba,77,2015
1477,Oumar Niasse,77,2015
1478,Alberto Moreno,77,2015
1479,Jores Okore,77,2015
1480,Hector Bellerin,77,2015
1481,John Stones,77,2015
1482,Virgil van Dijk,77,2015
1483,Cedric,77,2015
1484,Heung Min Son,77,2015
1485,Jordy Clasie,77,2015
1486,Juan Manuel Iturbe,77,2015
1487,Philipp Wollscheid,77,2015
1488,Charlie Austin,77,2015
1489,Allan-Romeo Nyom,77,2015
1490,Tom Cleverley,77,2015
1491,Jonjo Shelvey,77,2015
1492,Yannick Bolasie,77,2015
1493,Victor Wanyama,77,2015
1494,Daryl Janmaat,77,2015
1495,Mame Diouf,77,2015
1496,Alberto Paloschi,77,2015
1497,Jefferson Montero,77,2015
1498,Odion Ighalo,77,2015
1499,Fabian Delph,77,2015
1500,Henri Saivet,77,2015
1501,Andy Carroll,77,2015
1502,Jose Holebas,77,2015
1503,Ki Sung Yueng,77,2015
1504,Etienne Capoue,77,2015
1505,Papiss Demba Cisse,77,2015
1506,Micah Richards,77,2015
1507,Jack Cork,77,2015
1508,Lee Cattermole,77,2015
1509,John Obi Mikel,77,2015
1510,Stephane Sessegnon,77,2015
1511,Bafetimbi Gomis,77,2015
1512,Gokhan Inler,77,2015
1513,Mark Noble,77,2015
1514,Aaron Lennon,77,2015
1515,Willy Caballero,77,2015
1516,Glen Johnson,77,2015
1517,Arouna Kone,77,2015
1518,Steven Pienaar,77,2015
1519,Fabricio Coloccini,77,2015
1520,Jonas Olsson,77,2015
1521,Sylvain Distin,77,2015
1522,Enner Valencia,76,2015
1523,Aleksandar Mitrovic,76,2015
1524,Divock Origi,76,2015
1525,Jesse Lingard,76,2015
1526,Ben Davies,76,2015
1527,Joel Campbell,76,2015
1528,Saido Berahino,76,2015
1529,Eric Dier,76,2015
1530,Jordan Veretout,76,2015
1531,Timm Klose,76,2015
1532,Jordan Ayew,76,2015
1533,Danny Ings,76,2015
1534,Shinji Okazaki,76,2015
1535,Jack Colback,76,2015
1536,Steven CaulkerL,76,2015
1537,Costel Pantilimon,76,2015
1538,Cheikhou Kouyate,76,2015
1539,Geoff Cameron,76,2015
1540,Siem de Jong,76,2015
1541,Joel Ward,76,2015
1542,Kieran Trippier,76,2015
1543,Danny Drinkwater,76,2015
1544,Joe Allen,76,2015
1545,Ciaran Clark,76,2015
1546,Troy Deeney,76,2015
1547,Carlos Sanchez,76,2015
1548,Mile Jedinak,76,2015
1549,Dame N'Doye,76,2015
1550,Youssouf Mulumbu,76,2015
1551,Sebastian Prodl,76,2015
1552,Nathan DyerL,76,2015
1553,Sergio Romero,76,2015
1554,Victor MosesL,76,2015
1555,Fraser Forster,76,2015
1556,James McArthur,76,2015
1557,Jay Rodriguez,76,2015
1558,Darron Gibson,76,2015
1559,Brad Guzan,76,2015
1560,Younes Kaboul,76,2015
1561,Glenn Whelan,76,2015
1562,Steven Naismith,76,2015
1563,Valon Behrami,76,2015
1564,Mathieu Flamini,76,2015
1565,Àngel Rangel,76,2015
1566,Steven Davis,76,2015
1567,Wes Hoolahan,76,2015
1568,Leon Britton,76,2015
1569,Christian Fuchs,76,2015
1570,Gomes,76,2015
1571,Artur Boruc,76,2015
1572,Julian Speroni,76,2015
1573,Maarten StekelenburgL,76,2015
1574,Jordan Amavi,75,2015
1575,Emre Can,75,2015
1576,Adnan Januzaj,75,2015
1577,James Ward-Prowse,75,2015
1578,Robbie Brady,75,2015
1579,Muhamed Besic,75,2015
1580,Steven Berghuis,75,2015
1581,Emmanuel EmenikeL,75,2015
1582,Ramiro Funes Mori,75,2015
1583,Jordi Amat,75,2015
1584,Callum Wilson,75,2015
1585,Andros Townsend,75,2015
1586,Diafra Sakho,75,2015
1587,Pape Souare,75,2015
1588,Idrissa Gueye,75,2015
1589,Marc Muniesa,75,2015
1590,Jan Kirchhoff,75,2015
1591,Michail Antonio,75,2015
1592,Ryan Mason,75,2015
1593,Alex McCarthy,75,2015
1594,Leroy FerL,75,2015
1595,Fabio Borini,75,2015
1596,Jack Rodwell,75,2015
1597,Marc Albrighton,75,2015
1598,Bakary Sako,75,2015
1599,Erik Pieters,75,2015
1600,Craig Gardner,75,2015
1601,Joselu,75,2015
1602,James Tomkins,75,2015
1603,Stephen Ireland,75,2015
1604,Shane Long,75,2015
1605,Scott Sinclair,75,2015
1606,Antonio Valencia,75,2015
1607,John Ruddy,75,2015
1608,Sebastien Pocognoli,75,2015
1609,Jurado,75,2015
1610,Leon Osman,75,2015
1611,Sylvain Marveaux,75,2015
1612,Yoan Gouffran,75,2015
1613,Charlie Adam,75,2015
1614,Alexander Tettey,75,2015
1615,Jason Puncheon,75,2015
1616,Darren Fletcher,75,2015
1617,Gareth McAuley,75,2015
1618,Wayne Routledge,75,2015
1619,Peter Crouch,75,2015
1620,James Collins,75,2015
1621,Rickie Lambert,75,2015
1622,John O'Shea,75,2015
1623,Nabil Bentaleb,74,2015
1624,Carles Gil,74,2015
1625,Bertrand Traore,74,2015
1626,Ilori,74,2015
1627,Pedro Obiang,74,2015
1628,Nathan Redmond,74,2015
1629,Cristian Gamboa,74,2015
1630,Ivo Pinto,74,2015
1631,Joel Robles,74,2015
1632,Aaron Cresswell,74,2015
1633,Ashley Westwood,74,2015
1634,Miguel Angel Britos,74,2015
1635,Libor Kozak,74,2015
1636,Kyle Naughton,74,2015
1637,Matt Ritchie,74,2015
1638,Patrick van Aanholt,74,2015
1639,Martin Olsson,74,2015
1640,Lamine Kone,74,2015
1641,Martin Kelly,74,2015
1642,Vito Mannone,74,2015
1643,Neil Taylor,74,2015
1644,Sebastien Bassong,74,2015
1645,Graham Dorrans,74,2015
1646,Wayne Hennessey,74,2015
1647,Joe Ledley,74,2015
1648,Gabriel Agbonlahor,74,2015
1649,Sebastian Larsson,74,2015
1650,James Morrison,74,2015
1651,Damien Delaney,74,2015
1652,Joleon Lescott,74,2015
1653,Jonathan Walters,74,2015
1654,Marouane Chamakh,74,2015
1655,Shay Given,74,2015
1656,Kelechi Iheanacho,73,2015
1657,Ayoze Perez,73,2015
1658,Mohamed Elneny,73,2015
1659,Florin Gardoş,73,2015
1660,Lucas Piazon,73,2015
1661,Benik Afobe,73,2015
1662,Oriol Romeu,73,2015
1663,James McClean,73,2015
1664,Connor Wickham,73,2015
1665,Callum McManaman,73,2015
1666,SandroL,73,2015
1667,Rudy Gestede,73,2015
1668,Adam Bogdan,73,2015
1669,Harry Arter,73,2015
1670,Vurnon Anita,73,2015
1671,Aly Cissokho,73,2015
1672,Ola Toivonen,73,2015
1673,Vadis Odjidja-Ofoe,73,2015
1674,Andrew Surman,73,2015
1675,Jose Enrique,73,2015
1676,Darren Randolph,73,2015
1677,Victor Anichebe,73,2015
1678,Marc Wilson,73,2015
1679,Leonardo Ulloa,73,2015
1680,Cameron Jerome,73,2015
1681,Charles N'Zogbia,73,2015
1682,Adam Federici,73,2015
1683,Matt Jarvis,73,2015
1684,Russell Martin,73,2015
1685,Mark Bunn,73,2015
1686,Alan Hutton,73,2015
1687,Kieran Richardson,73,2015
1688,Wes Brown,73,2015
1689,Mark Schwarzer,73,2015
1690,Kenedy,72,2015
1691,Matt Miazga,72,2015
1692,Nathan AkeL,72,2015
1693,Calum Chambers,72,2015
1694,Jon Flanagan,72,2015
1695,Massadio Haidara,72,2015
1696,Carl JenkinsonL,72,2015
1697,Leandro Bacuna,72,2015
1698,Steve Cook,72,2015
1699,Kristoffer Nordfeldt,72,2015
1700,Maya Yoshida,72,2015
1701,James Chester,72,2015
1702,Jonny Howson,72,2015
1703,Craig Cathcart,72,2015
1704,Glenn Murray,72,2015
1705,Danny Simpson,72,2015
1706,Phil Bardsley,72,2015
1707,Lee Chung Yong,72,2015
1708,Marcin Wasilewski,72,2015
1709,Almen Abdi,72,2015
1710,Simon Francis,72,2015
1711,Boaz Myhill,72,2015
1712,Tony Hibbert,72,2015
1713,Rolando Aarons,71,2015
1714,Adama,71,2015
1715,DeAndre YedlinL,71,2015
1716,Sam Byram,71,2015
1717,Jack Grealish,71,2015
1718,Dwight Gayle,71,2015
1719,Jordon Ibe,71,2015
1720,Alex PritchardL,71,2015
1721,Jordan Pickford,71,2015
1722,Tom Carroll,71,2015
1723,Bryan Oviedo,71,2015
1724,Joel Ekstrand,71,2015
1725,Emmanuel Riviere,71,2015
1726,Jordon Mutch,71,2015
1727,Dan Gosling,71,2015
1728,Ryan Bennett,71,2015
1729,Tommy Elphick,71,2015
1730,Adrian Mariappa,71,2015
