,Season,Player,Age,Sellingteam,Buyingteam,Marketvalue,Fee
177,2013,Alexandru Benga,24,Petr. Ploiesti,Botev Plovdiv,0.99,0.54
178,2013,Malick Mane,25,Sogndal,IFK Goteborg,0.9,0.54
179,2013,Adrian Bone,25,Deportivo Quito,CD El Nacional,0.9,0.54
180,2013,Eddie Johnson,29,"Sounders FC	",D.C. United,0.675,0.54
181,2013,Alejandro Silva,24,Olimpia,Lanus,0.293,0.54
182,2013,Xiaofeng Geng,26,SD Luneng,SH Shenhua,0.27,0.54
183,2013,Antonio Vutov,17,Levski Sofia,Udinese Calcio,0.27,0.54
184,2013,Conor Washington,21,Newport County,Peterborough,45,0.54
185,2013,Federico Palacios,18,Wolfsburg U19,RB Leipzig,0,0.54
186,2013,Simon Dawkins,26,Tottenham,Derby,0.9,0.518
187,2013,Torgeir Borven,22,Valerenga,FC Twente,0.63,0.495
188,2013,Umut Gundogan,23,Bucaspor,Galatasaray,0.225,0.495
189,2013,Emmanuel Culio,30,Dep. La Coruna,Al-Wasl,1.35,0.477
190,2013,Yu-hwan Im,30,Jeonbuk Motors,SH Shenxin,0.113,0.468
191,2013,Fabian Rinaudo,26,Sporting CP,Catania,6.75,0.45
192,2013,Marek Suchy,25,Spartak Moscow,FC Basel,4.05,0.45
193,2013,Jan Kirchhoff,23,Bayern Munich ,FC Schalke 04,3.6,0.45
194,2013,Rafael Toloi,23,Sao Paulo,AS Roma,3.6,0.45
195,2013,Thievy Bifouma,21,Espanyol,West Brom,2.7,0.45
196,2013,Ozer Hurmaci,27,Kasimpasa,Trabzonspor,2.07,0.45
197,2013,Hernan Perez,24,Villarreal,Olympiacos,1.62,0.45
198,2013,Tunay Torun,23,VfB Stuttgart,Kasimpasa,1.35,0.45
199,2013,Lorenzo Ariaudo,24,Cagliari Calcio,Sassuolo,1.35,0.45
200,2013,Diogo Salomao,25,Sporting B,Dep. La Coruna,1.35,0.45
201,2013,Yuya Osako,23,Kashima Antlers,1860 Munich,1.13,0.45
202,2013,Riku Riski,24,Honefoss,Rosenborg BK,0.9,0.45
203,2013,Liban Abdi,25,Coimbra,C. Rizespor,0.9,0.45
204,2013,Francois Affolter,22,BSC Young Boys,FC Luzern,0.9,0.45
205,2013,Fabrice Olinga,17,Malaga CF,Apol. Limassol,0.9,0.45
206,2013,Laurentiu Iorga,25,Otelul Galati,Astra Giurgiu,0.81,0.45
207,2013,Uros Vitas,21,Rad,KAA Gent,0.765,0.45
208,2013,Jakob Orlov,27,Gefle,SK Brann,0.72,0.45
209,2013,Onur Kaya,27,RSC Charleroi,KSC Lokeren,0.72,0.45
210,2013,Gabriel Cichero,29,FC Nantes,FC Sion,0.675,0.45
211,2013,Mana Dembele,25,Clermont Foot,Guingamp,0.675,0.45
212,2013,Riyad Mahrez,22,AC Le Havre,Leicester,0.675,0.45
213,2013,Matias Caruzzo,29,Boca Juniors,U. de Chile,0.63,0.45
214,2013,Armando Sadiku,22,FC Lugano,FC Zurich,0.608,0.45
215,2013,Alexandru Ionita,19,Rapid Bucharest,Astra Giurgiu,0.54,0.45
216,2013,Krzysztof Maczynski,26,Gornik Zabrze,BJ Renhe,0.315,0.45
217,2013,Piotr Parzyszek,20,De Graafschap,Charlton,0.27,0.45
218,2013,Sebastian Stolze,19,Rot-Weiss Erfurt,Wolfsburg U19,0.113,0.45
219,2013,Nashat Akram,29,Al-Shorta SC,DL Yifang,0,0.45
220,2013,Valmir Berisha,17,Halmstad U19,Roma U19,0,0.45
221,2013,Bruno Henrique,24,Londrina-PR,Corinthians,0.225,0.414
222,2013,Orlando Sa,25,AEL Limassol,Legia Warszawa,0.9,0.405
223,2013,Aleksey Nikitin,22,Enisey,Amkar Perm,0.27,0.405
224,2013,Elnur Allahverdiev,30,Xazar Lankaran,FK Qabala,0.225,0.405
225,2013,Pele,26,Ergotelis,Olympiacos,0.54,0.396
226,2013,Maksim Bordachev,27,BATE Borisov,Tom Tomsk,1.35,0.392
227,2013,Dong Wang,32,CC Yatai,CQ Dangdai Lif.,90,0.383
228,2013,Rafael Costa,26,Figueirense FC,FC Seoul,0,0.383
229,2013,Daniel Ayala,23,Norwich,Middlesbrough,0.45,0.378
230,2013,Yang Liu,22,SD Luneng,WH Zall,23,0.378
231,2013,Conor Doyle,22,Derby,D.C. United,45,0.369
232,2013,Ji-nam Lee,29,Daegu FC,HN Jianye,0.293,0.365
233,2013,Adil Rami,28,Valencia,AC Milan,7.2,0.36
234,2013,Welliton,27,Spartak Moscow,Celta de Vigo,2.25,0.36
235,2013,Ferebory Dore,25,Petr. Ploiesti,Botev Plovdiv,0.9,0.36
236,2013,Ruben Kristiansen,26,Tromso,Valerenga,0.72,0.36
237,2013,Mihret Topcagic,25,Wolfsberger AC,Schachtjor K.,0.54,0.36
238,2013,Daisuke Matsui,32,Lechia Gdansk,Jubilo Iwata,0.45,0.36
239,2013,Fernandao,26,Atletico-PR,Bursaspor,0.36,0.36
240,2013,Munas Dabbur,21,M. Tel Aviv,Grasshoppers,0.315,0.36
241,2013,Pedro Ramirez,21,Zamora,FC Sion,0,0.36
242,2013,Isaac Success,18,BJ Found. Acad.,Udinese U19,0,0.36
243,2013,Rafael Santos,29,Arsenal Kyiv,FK Qabala,0.54,0.345
244,2013,Nouha Dicko,21,Wigan,Wolves,0.225,0.324
245,2013,Joe Lolley,21,Kidderminster,Huddersfield,0,0.324
246,2013,Pedro Morales,28,Malaga CF,Vancouver,1.8,0.315
247,2013,Juan Cala,24,Sevilla FC,CardiffCity,0.9,0.315
248,2013,Matias Iglesias,28,Atromitos Athen,CC Yatai,0.72,0.315
249,2013,Diego Demme,22,SC Paderborn,RB Leipzig,0.675,0.315
250,2014,Wilfried Bony,26,Swansea,ManCity,15.3,29.07
251,2014,Andre Schurrle,24,Chelsea,VfL Wolfsburg,20.7,28.8
252,2014,Juan Cuadrado,26,Fiorentina,Chelsea,28.8,27.9
253,2014,Enzo Perez,28,Benfica,Valencia,20.7,22.5
254,2014,Bernardo Silva,20,Benfica,Monaco,3.15,14.18
255,2014,Everton Ribeiro,25,Cruzeiro,Al-Ahli (UAE),15.3,13.5
256,2014,Ricardo Goulart,23,Cruzeiro,GZ Evergrande,9.9,13.5
257,2014,Gabriel Paulista,24,Villarreal,Arsenal,7.2,13.5
258,2014,Seydou Doumbia,27,CSKA Moscow,AS Roma,22.5,12.96
259,2014,Ryan Bertrand,25,Chelsea,Southampton,5.4,12.01
260,2014,Lucas Silva,21,Cruzeiro,Real Madrid,10.8,11.7
261,2014,Manolo Gabbiadini,23,Sampdoria,SSC Napoli,10.8,11.25
262,2014,Kevin Kampl,24,RB Salzburg,Bor. Dortmund,8.1,10.8
263,2014,Alan,25,RB Salzburg,GZ Evergrande,3.6,9.99
264,2014,Andrej Kramaric,23,HNK Rijeka,Leicester,4.05,8.1
265,2014,Darwin Quintero,27,Santos Laguna,America,2.7,8.1
266,2014,Joaquin Correa,20,Estudiantes,Sampdoria,7.2,7.56
267,2014,Angel Correa,19,San Lorenzo,Atletico Madrid,4.5,6.75
268,2014,Mapou Yanga-Mbiwa,25,Newcastle,AS Roma,5.4,6.62
269,2014,Tin Jedvaj,19,AS Roma,Bay. Leverkusen,5.85,6.3
270,2014,Omer Damari,25,Austria Vienna,RB Leipzig,2.25,6.3
271,2014,Daley Sinkgraven,19,Heerenveen,AFC Ajax,1.35,6.3
272,2014,Dele Alli,18,MK Dons,Tottenham,1.8,5.97
273,2014,Kyle Naughton,26,Tottenham,Swansea,4.5,5.94
274,2014,Dario Benedetto,24,Club Tijuana,America,1.62,5.94
275,2014,Callum McManaman,23,Wigan,West Brom,2.7,5.72
276,2014,Jordon Mutch,23,QPR,CrystalPalace Palace,5.4,5.71
277,2014,Oussama Assaidi,26,Liverpool,Al-Ahli (UAE),4.5,5.4
278,2014,Vitorino Antunes,27,Malaga CF,Dynamo Kyiv,2.7,5.4
279,2014,Eric Bailly,20,Espanyol,Villarreal,0.9,5.13
280,2014,Hai Yu,27,BJ Renhe,SIPG,0.54,5.04
281,2014,Diego Tardelli,29,Atletico-MG,SD Luneng,3.15,4.95
282,2014,Isaac Brizuela,24,Toluca,Chivas,1.8,4.95
283,2014,Pape Souare,24,LOSC Lille,CrystalPalace Palace,3.15,4.8
284,2014,Daniele Rugani,20,FC Empoli,Juventus,6.75,4.5
285,2014,Sammir,27,Getafe,JS Suning,2.7,4.5
286,2014,Cristian Penilla,23,Barcelona SC,CF Pachuca,1.35,4.46
287,2014,Nicolas Lodeiro,25,Corinthians,Boca Juniors,1.8,4.43
288,2014,Jannik Vestergaard,22,TSG Hoffenheim,Werder Bremen,2.7,4.05
289,2014,Federico Bonazzoli,17,Inter,Sampdoria,2.25,4.05
290,2014,Carles Gil,22,Valencia,AstonVilla,5.4,3.78
291,2014,Ricardo Centurion,22,Racing Club,Sao Paulo,3.6,3.78
292,2014,Dabao Yu,26,DL Yifang,BJ Sinobo Guoan,0.45,3.78
293,2014,Agustin Marchesin,26,Lanus,Santos Laguna,2.25,3.74
294,2014,Edwin Cardona,22,Atl. Nacional,Monterrey,0.81,3.74
295,2014,Lucas Pratto,26,Velez Sarsfield,Atletico-MG,3.6,3.6
296,2014,Jack Cork,25,Southampton,Swansea,3.15,3.6
297,2014,Michel,26,Valencia,GZ R&F,2.25,3.6
298,2014,Giorgian de Arrascaeta,20,Defensor,Cruzeiro,1.8,3.6
299,2014,Gonzalo Martinez,21,Huracan,River Plate,0,3.6
300,2014,Dame N'Doye,29,Loko Moscow,Hullcity,9,3.57
301,2014,Wilfried Zaha,22,ManUtd,CrystalPalace Palace,7.2,3.45
302,2014,Emil Forsberg,23,Malmo FF,RB Leipzig,0.63,3.33
303,2014,Jermain Defoe,32,Toronto FC,Sunderland,5.4,3.15
304,2014,Marcelo Cirino,22,Atletico-PR,Flamengo,2.25,3.15
305,2014,Isaac Kiese Thelin,22,Malmo FF,G. Bordeaux,0.27,3.15
306,2014,Rafael Sobis,29,Fluminense,Tigres UANL,2.7,2.97
307,2014,Alexander Mejia,26,Atl. Nacional,Monterrey,0.765,2.97
308,2014,Yimmi Chara,23,Deportes Tolima,Monterrey,0.225,2.97
309,2014,Petar Skuletic,24,Partizan,Loko Moscow,3.42,2.88
310,2014,Wenjie Song,24,QD Jonoon,HB CFFC,0.113,2.75
311,2014,Fernando Torres,30,Chelsea,AC Milan,6.3,2.7
312,2014,Marcelo Brozovic,22,Dinamo Zagreb,Inter,4.95,2.7
313,2014,Alexander Scholz,22,KSC Lokeren,Standard Liege,3.6,2.7
314,2014,Dario Conca,31,Fluminense,SIPG,3.15,2.7
315,2014,Dudu,23,Dynamo Kyiv,Palmeiras,2.25,2.7
316,2014,Dimitri Kevin Cavare,20,Lens,Stade Rennais,1.8,2.7
317,2014,Stoppila Sunzu,25,FC Sochaux,SH Shenhua,1.8,2.7
318,2014,Sofiane Boufal,21,SCO Angers,LOSC Lille,0.72,2.7
319,2014,Octavio Rivero,22,O'Higgins,Vancouver,0.293,2.7
320,2014,Hernani,23,Vit. Guimaraes,FC Porto,0.54,2.61
321,2014,Martin Odegaard,16,Stromsgodset,RM Castilla,3.6,2.52
322,2014,Jiaqi Zhang,23,DL Yifang,GZ Evergrande,0.27,2.52
323,2014,Dianzuo Liu,24,SH Shenxin,GZ R&F,0.113,2.52
324,2014,Zheng Zou,26,QD Jonoon,GZ Evergrande,0.113,2.52
325,2014,Nicolas Tagliafico,22,CA Banfield,Independiente,0.9,2.5
326,2014,Gino Peruzzi,22,Catania,Boca Juniors,3.6,2.48
327,2014,Silvio Romero,26,Lanus,Chiapas FC,2.93,2.43
328,2014,Adam Forshaw,23,Wigan,Middlesbrough,1.8,2.4
329,2014,Hernan Barcos,30,Gremio,TJ Teda,3.6,2.39
330,2014,Anselmo Ramon,26,Cruzeiro,ZJ Greentown,1.35,2.34
331,2014,Benik Afobe,21,Arsenal U23,Wolves,0.27,2.34
332,2014,Ke Shi,21,ZJ Greentown,SIPG,0.18,2.34
333,2014,Michael Keane,22,ManUtd,Burnley,0.45,2.3
334,2014,Gabriel Paletta,28,Parma,AC Milan,7.65,2.25
335,2014,Victor Ibarbo,24,Cagliari Calcio,AS Roma,7.65,2.25
336,2014,Romain Philippoteaux,26,Dijon,FC Lorient,1.35,2.25
337,2014,Cristian Pellerano,32,Club Tijuana,America,1.26,2.25
338,2014,Marco Djuricin,22,Sturm Graz,RB Salzburg,1.13,2.25
339,2014,Emanuel Insua,23,Boca Juniors,Granada CF,1.08,2.25
340,2014,Diego Gonzalez,26,Lanus,Santos Laguna,0.36,2.25
341,2014,Carlos Salcedo,21,Salt Lake,Chivas,0,2.25
342,2014,Marcelo Moreno,27,Gremio,CC Yatai,4.05,2.22
343,2014,Claudiu Keseru,28,FCSB,Al Gharafa,3.6,2.16
344,2014,Junior Dutra,26,KSC Lokeren,Al Arabi,1.62,2.16
345,2014,Lu Zhang,27,HN Jianye,SH Shenhua,0.135,2.16
346,2014,Oscar Romero,22,Cerro Porteno,Racing Club,0,2.16
347,2014,Zheng Lu,29,SD Luneng,SH Shenhua,0.135,2.12
348,2014,John Brayford,27,CardiffCity,Sheffield Utd.,1.35,2.07
349,2014,Erkan Zengin,29,Eskisehirspor,Trabzonspor,4.05,2.03
350,2014,Egidio,28,Cruzeiro,Dnipro,4.05,2.03
351,2014,Vidar Orn Kjartansson,24,Valerenga,JS Suning,1.17,2.03
352,2014,Krystian Bielik,17,Legia Warszawa,Arsenal,0,2.03
353,2014,Matt Grimes,19,Exeter City,Swansea,0.225,2.02
354,2014,Aytac Kara,21,Eskisehirspor,Trabzonspor,2.25,1.89
355,2014,Fernando Guerrero,25,Independiente,Leones Negros,1.53,1.85
356,2014,Paul-Jose Mpoku,22,Standard Liege,Cagliari Calcio,4.5,1.8
357,2014,Ivica Olic,35,VfL Wolfsburg,Hamburger SV,1.8,1.8
358,2014,Jaja,28,Metalist,CQ Dangdai Lif.,1.8,1.8
359,2014,Jean Evrard Kouassi,20,Hajduk Split,SIPG,1.8,1.8
360,2014,Marcelo Diaz,28,FC Basel,Hamburger SV,1.8,1.8
361,2014,Jonathan Rodriguez,21,Penarol,Benfica,1.62,1.8
362,2014,Miroslav Radovic,31,Legia Warszawa,HB CFFC,1.53,1.8
363,2014,Dong-won Ji,23,Bor. Dortmund,FC Augsburg,1.35,1.8
364,2014,David Accam,24,Helsingborg,Chicago Fire,1.35,1.8
365,2014,Sergio Ariel Escudero,26,FC Seoul,JS Suning,1.26,1.8
366,2014,Ju-young Kim,26,FC Seoul,SIPG,0.675,1.8
367,2014,Lucas Albertengo,23,Rafaela,Independiente,0.63,1.8
368,2014,Nemanja Maksimovic,20,NK Domzale,FC Astana,0.45,1.8
369,2014,Leonardo Suarez,18,Boca Juniors,Villarreal CF B,0,1.8
370,2014,John Antwi,22,Ismaily,Shabab,1.08,1.76
371,2014,Jianbin Li,25,Evergrande Res.,SH Shenhua,45,1.76
372,2014,Doneil Henry,21,Apol. Limassol,West Ham,0.135,1.71
373,2014,Xiaofeng Geng,27,SD Luneng,SH Shenhua,0.113,1.67
374,2014,Rever,30,Atletico-MG,Internacional,4.05,1.64
375,2014,Osvaldo,27,Sao Paulo,Ahli,3.6,1.62
376,2014,Juan Carlos Valenzuela,30,America,Atlas,1.62,1.62
377,2014,Thiago Mendes,22,Goias EC,Sao Paulo,0.81,1.62
378,2014,Kevin Mendez,19,Penarol,AS Roma,0.36,1.62
379,2014,Juan Anangono,25,Chicago Fire,Leones Negros,1.62,1.58
380,2014,Matias Alustiza,30,CF Pachuca,Puebla FC,1.62,1.58
381,2014,Cristian Bunino,18,Pro Vercelli,Juventus U19,68,1.58
382,2014,Willians,29,Internacional,Cruzeiro,2.7,1.53
383,2014,Jose Luis Fernandez,27,Godoy Cruz,CA Rosario,1.17,1.53
384,2014,Magnus Eriksson,24,Malmo FF,BJ Renhe,0.9,1.53
385,2014,Peng Lu,25,DL Yifang,BJ Enterprises,0.158,1.53
386,2014,Gabriel Hauche,28,Racing Club,Club Tijuana,1.35,1.49
387,2014,Zijie Chen,25,BJ Renhe,HN Billows,0.18,1.49
388,2014,Kuca,25,Estoril,Karabukspor,0.27,1.46
389,2014,Jordan,24,Litex Lovetch,TJ Teda,1.35,1.44
390,2014,Fernando Monetti,25,Gimnasia,Lanus,0.9,1.38
391,2014,Duje Cop,24,Dinamo Zagreb,Cagliari Calcio,3.6,1.35
392,2014,Nicolas Spolli,31,Catania,AS Roma,3.15,1.35
393,2014,Koen Casteels,22,TSG Hoffenheim,VfL Wolfsburg,2.25,1.35
394,2014,Roque Santa Cruz,33,Malaga CF,CD Cruz Azul,1.8,1.35
395,2014,Moussa Maazou,26,Maritimo,CC Yatai,1.8,1.35
396,2014,Jaime Ayovi,26,Club Tijuana,Godoy Cruz,1.44,1.35
397,2014,Wilson Matias,31,Tiburones Rojos,Chiapas FC,1.35,1.35
398,2014,Mats Moller Daehli,19,CardiffCity,SC Freiburg,1.35,1.35
399,2014,Idrissa Sylla,24,Zulte Waregem,RSC Anderlecht,1.35,1.35
400,2014,Franco Jara,26,Benfica,Olympiacos,1.13,1.35
401,2014,Juan Pablo Rodriguez,35,Santos Laguna,Atlas,1.08,1.35
402,2014,Franco Acosta,18,CA Fenix,Villarreal CF B,0.9,1.35
403,2014,Xizhe Zhang,23,BJ Sinobo Guoan,VfL Wolfsburg,0.765,1.35
404,2014,Gustavo Toledo,25,CA Banfield,Independiente,0.765,1.35
405,2014,Eddi Gomes,26,Esbjerg fB,HN Jianye,0.45,1.35
406,2014,Adama Traore,24,Vit. Guimaraes,FC Basel,0.45,1.35
407,2014,Leandro Pereira,23,Cianorte,Palmeiras,0.27,1.35
408,2014,Luca Castiglia,25,Juventus,Pro Vercelli,0.18,1.35
409,2014,Francesco Cassata,17,Empoli U19,Juventus U19,68,1.35
410,2014,Camilo Mayada,24,Danubio FC,River Plate,1.13,1.26
411,2014,Fabiano,23,Chapecoense,Cruzeiro,0.36,1.26
412,2014,Zhuoxiang Deng,26,JS Suning,SH Shenhua,0.158,1.26
413,2014,Pengxiang Jin,25,DL Yifang,BJ Sinobo Guoan,0.158,1.26
414,2014,Tony Andreu,26,Hamilton Acad.,Norwich,0.315,1.2
415,2014,Suso,21,Liverpool,AC Milan,5.4,1.17
416,2014,Veroljub Salatic,29,Grasshoppers,FC Sion,1.35,1.17
417,2014,Theo Bongonda,19,Zulte Waregem,Celta de Vigo,1.35,1.17
418,2014,Diego Rodriguez,25,Godoy Cruz,Independiente,0.9,1.17
419,2014,Simon Tibbling,20,Djurgarden,FC Groningen,0.72,1.17
420,2014,Ludwig Augustinsson,20,IFK Goteborg,FC Copenhagen,0.63,1.17
421,2014,Yang Yu,25,BJ Sinobo Guoan,GZ R&F,0.135,1.17
422,2014,Lewis MacLeod,20,Rangers,Brentford,0.315,1.15
423,2014,Nilton,27,Cruzeiro,Internacional,4.5,1.13
424,2014,Vitinho,21,CSKA Moscow,Internacional,2.7,1.08
425,2014,Fakhreddine Ben Youssef,23,CS Sfaxien,FC Metz,0.855,1.08
426,2014,Daniel Chima Chukwu,23,Molde FK,SH Shenxin,0.72,1.08
427,2014,Miguel Samudio,28,Libertad,America,0.45,1.08
428,2014,Laurentiu Branescu,20,Virtus Lanciano,Juventus,0.27,1.08
429,2014,Elio De Silvestro,21,Juventus,Virtus Lanciano,0.248,1.08
430,2014,Jason Steele,24,Middlesbrough,Blackburn,0.9,1.01
431,2014,Honglue Zhao,25,DL Yifang,TJ Teda,0.203,1.01
432,2014,Yangyang Jin,21,DL Yifang,GZ R&F,45,0.99
433,2014,Stuart O'Keefe,23,CrystalPalace Palace,CardiffCity,0.9,0.963
434,2014,Marko Devic,31,Rubin Kazan,Al Rayyan,6.75,0.9
435,2014,Artem Dzyuba,26,Spartak Moscow,Rostov,6.75,0.9
436,2014,Alvaro Pereira,29,Inter,Estudiantes,5.4,0.9
437,2014,Joel Campbell,22,Arsenal,Villarreal,5.4,0.9
438,2014,Josef Husbauer,24,Sparta Praha,Cagliari Calcio,2.7,0.9
439,2014,Erton Fejzullahu,26,Djurgarden,BJ Sinobo Guoan,1.8,0.9
440,2014,Matteo Mancosu,30,Trapani,Bologna,1.62,0.9
441,2014,Franco Mussis,22,FC Copenhagen,San Lorenzo,1.35,0.9
442,2014,Marco Capuano,23,Pescara,Cagliari Calcio,1.08,0.9
443,2014,Alexander Milosevic,22,AIK,Besiktas,0.9,0.9
444,2014,Martin Pusic,27,Esbjerg fB,FC Midtjylland,0.72,0.9
445,2014,Javier Patino,26,Buriram Utd.,HN Jianye,0.45,0.9
446,2014,Eoin Doyle,26,Chesterfield FC,CardiffCity,0.315,0.9
447,2014,Kristoffer Olsson,19,Arsenal,FC Midtjylland,90,0.9
448,2014,Jan Mlakar,16,NK Domzale U19,Fiorentina Yth.,0,0.9
449,2014,Duvier Riascos,28,Morelia,Cruzeiro,1.62,0.891
450,2014,Didier Ndong,20,CS Sfaxien,FC Lorient,0.45,0.855
451,2014,Para,19,EC Bahia,Cruzeiro,90,0.833
452,2014,Boyu Yang,25,DL Yifang,SIPG,45,0.824
453,2014,Francesco Mestre,18,Juventus U19,Empoli U19,45,0.81
454,2014,Nicolas Aguirre,24,Arsenal FC,Lanus,1.62,0.788
455,2014,Jonathan Cafu,23,Ponte Preta,Sao Paulo,0.63,0.765
456,2014,Leonardo Gil,23,Olimpo,Estudiantes,0.45,0.765
457,2014,Walter Kannemann,23,San Lorenzo,Atlas,1.35,0.738
458,2014,Robinho,27,Coritiba FC,Palmeiras,0.9,0.738
459,2014,Imoh Ezekiel,21,Al Arabi,Standard Liege,4.5,0.734
460,2014,Mario Felgueiras,28,CFR Cluj,Konyaspor,2.7,0.72
461,2014,Daniele Gastaldello,31,Sampdoria,Bologna,2.7,0.72
462,2014,Mario Rondon,28,Nacional,SJZ Ever Bright,2.7,0.72
463,2014,Stanislav Manolev,29,Dinamo Moscow,Kuban Krasnodar,1.8,0.72
464,2014,Sergiu Bus,22,CSKA Sofia,Sheff Wed,1.35,0.72
465,2014,Takumi Minamino,19,Cerezo Osaka,RB Salzburg,1.13,0.72
466,2014,Dani Quintana,27,Ahli,Qarabag Agdam,0.9,0.72
467,2014,Leo Itaperuna,25,FC Sion,Suwon Bluewings,0.765,0.72
468,2014,Michal Maslowski,25,Zawisza,Legia Warszawa,0.72,0.72
469,2014,In-hwan Jeong,28,Jeonbuk Motors,HN Jianye,0.72,0.72
470,2014,Lorenzo Del Prete,29,Perugia,Catania,0.72,0.72
471,2014,Tiago Volpi,24,Figueirense FC,Queretaro FC,0.45,0.72
472,2014,Patrizio Stronati,20,Banik Ostrava,Austria Vienna,0.36,0.72
473,2014,Alhaji Kamara,20,Norrkoping,Johor DT,0.225,0.72
474,2014,Elbio Álvarez,20,Penarol,Benfica B,0.113,0.72
475,2014,Brian Fernandez,20,Defensa,Racing Club II,0,0.72
476,2014,Ermir Lenjani,25,FC St. Gallen,Stade Rennais,1.35,0.675
477,2014,Anders Christiansen,24,Nordsjaelland,Chievo Verona,0.81,0.675
478,2014,Solvi Ottesen,31,Ural,JS Suning,0.72,0.675
479,2014,Rolando,29,FC Porto,RSC Anderlecht,6.3,0.63
480,2014,Clement Chantome,27,Paris SG,G. Bordeaux,3.6,0.63
481,2014,Gil Vermouth,29,Hapoel Tel Aviv,M. Tel Aviv,1.13,0.63
482,2014,Jakob Ankersen,24,Esbjerg fB,IFK Goteborg,1.13,0.63
483,2014,Stephane Badji,25,SK Brann,Basaksehir,0.81,0.63
484,2014,Filipe Melo,25,Moreirense ,Sheff Wed,0.72,0.63
485,2014,Marcello Trotta,22,Fulham,Avellino,0.675,0.63
486,2014,Franck Boli,21,Stabaek IF,Liaoning FC,0.63,0.63
487,2014,Yan Wu,26,WH Zall,HN Jianye,90,0.63
488,2014,Santiago Naguel,22,Argentinos,Racing Club,0.45,0.594
489,2014,Moses Simon,19,AS Trencin,KAA Gent,0.54,0.585
490,2014,Lei Li,22,HN Jianye,BJ Sinobo Guoan,68,0.585
491,2014,Washington Camacho,28,Defensa,Racing Club,0.63,0.558
492,2014,Lukas Podolski,29,Arsenal,Inter,18,0.54
493,2014,Geoffroy Serey Die,30,FC Basel,VfB Stuttgart,2.7,0.54
494,2014,Lukasz Szukala,30,FCSB,Ittihad,2.43,0.54
495,2014,Raul Albentosa,26,SD Eibar,Derby,1.8,0.54
496,2014,Nenad Milijas,31,Manisaspor,HB CFFC,0.99,0.54
497,2014,Riccardo Maniero,27,Pescara,Catania,0.72,0.54
498,2014,Jakub Hromada,18,Juventus U19,Sampdoria U19,90,0.54
499,2014,Luigi Rizzo,17,Juventus U19,Vicenza U19,68,0.54
500,2015,Alex Teixeira,26,Shakhtar D.,JS Suning,27,45
501,2015,Jackson Martinez,29,Atletico Madrid,GZ Evergrande,27,37.8
502,2015,Ramires,28,Chelsea,JS Suning,22.5,25.2
503,2015,Giannelli Imbula,23,FC Porto,Stoke,14.4,21.83
504,2015,Elkeson,26,GZ Evergrande,SIPG,4.05,16.65
505,2015,Gervinho,28,AS Roma,HB CFFC,13.5,16.2
506,2015,Oumar Niasse,25,Loko Moscow,Everton,9,16.11
507,2015,Jonjo Shelvey,23,Swansea,Newcastle,10.8,14.4
508,2015,Andros Townsend,24,Tottenham,Newcastle,7.2,14.13
509,2015,Benik Afobe,22,Wolves,Bournemouth,6.3,11.97
510,2015,Fredy Guarin,29,Inter,SH Shenhua,9.45,11.7
511,2015,Mohamed Elneny,23,FC Basel,Arsenal,3.6,11.25
512,2015,Jordan Rhodes,26,Blackburn,Middlesbrough,9,10.71
513,2015,Wahbi Khazri,24,G. Bordeaux,Sunderland,6.75,10.62
514,2015,Ciro Immobile,25,Bor. Dortmund,Sevilla FC,9,9.9
515,2015,Jonathan Calleri,22,Boca Juniors,Maldonado,6.75,9.9
516,2015,Steven Naismith,29,Everton,Norwich,4.5,9.9
517,2015,Jemerson,23,Atletico-MG,Monaco,4.5,9.9
518,2015,Geuvanio,23,Santos FC,TJ Quanjian,4.05,9.9
519,2015,Timm Klose,27,VfL Wolfsburg,Norwich,2.7,9.9
520,2015,Yangyang Jin,23,GZ R&F,HB CFFC,0.158,9.74
521,2015,Abdoulaye Doucoure,23,Stade Rennais,Watford,5.4,9.54
522,2015,Adalberto Penaranda,18,Udinese Calcio,Watford,0.45,9.54
523,2015,Jinhao Bi,25,HN Jianye,SH Shenhua,0.225,8.98
524,2015,Lu Zhang,28,Liaoning FC,TJ Quanjian,90,8.82
525,2015,Lewis Grabban,28,Norwich,Bournemouth,2.7,8.42
526,2015,Ke Sun,26,JS Suning,TJ Quanjian,0.743,8.28
527,2015,Alberto Paloschi,26,Chievo Verona,Swansea,5.4,7.92
528,2015,Khamis Esmaeel,26,Al-Jazira,Al-Ahli (UAE),90,7.83
529,2015,Gil,28,Corinthians,SD Luneng,6.75,7.65
530,2015,Nordin Amrabat,28,Malaga CF,Watford,5.4,7.56
531,2015,Renato Augusto,27,Corinthians,BJ Sinobo Guoan,8.1,7.2
532,2015,Burak Yilmaz,30,Galatasaray,BJ Sinobo Guoan,6.3,7.2
533,2015,Jonas Hofmann,23,Bor. Dortmund,Bor. M'gladbach,3.6,7.2
534,2015,Alberto Grassi,20,Atalanta,SSC Napoli,1.8,7.2
535,2015,Rolando Mandragora,18,Genoa,Juventus,1.8,7.2
536,2015,Carlos Pena,25,Leon,Chivas,2.7,6.57
537,2015,Haifeng Ding,24,Liaoning FC,HB CFFC,0.203,6.39
538,2015,Chao Gu,26,ZJ Greentown,JS Suning,0.113,6.35
539,2015,Iago Falque,26,Genoa,AS Roma,7.2,6.3
540,2015,Ersan Gulum,28,Besiktas,HB CFFC,4.5,6.3
541,2015,Marko Grujic,19,Red Star,Liverpool,2.7,6.3
